area_code,year,agricultural_productivity
IT,2010,38531.0
IT,2010,40627.0
IT,2010,100.0
IT,2011,969074.0
IT,2011,0.6
IT,2011,185946.0
IT,2011,100.0
IT,2011,100.0
IT,2011,448336.0
IT,2011,100.0
IT,2011,1620846.0
IT,2011,100.0
IT,2011,25636.0
IT,2011,41552.0
IT,2011,42878.0
IT,2011,100.0
IT,2012,968560.0
IT,2012,0.6
IT,2012,190319.0
IT,2012,100.0
IT,2012,100.0
IT,2012,464689.0
IT,2012,100.0
IT,2012,1618327.0
IT,2012,100.0
IT,2012,26293.0
IT,2012,42550.0
IT,2012,43931.0
IT,2012,100.0
IT,2013,992157.0
IT,2013,0.7
IT,2013,206635.0
IT,2013,100.0
IT,2013,100.0
IT,2013,439907.0
IT,2013,100.0
IT,2013,1516284.0
IT,2013,100.0
IT,2013,28978.0
IT,2013,43938.0
IT,2013,44285.0
IT,2013,100.0
IT,2014,881635.0
IT,2014,0.5
IT,2014,218852.0
IT,2014,100.0
IT,2014,100.0
IT,2014,719569.0
IT,2014,100.0
IT,2014,1620884.0
IT,2014,100.0
IT,2014,28536.0
IT,2014,46254.0
IT,2014,52463.0
IT,2014,100.0
IT,2015,853686.0
IT,2015,0.6
IT,2015,196921.0
IT,2015,100.0
IT,2015,100.0
IT,2015,512217.0
IT,2015,100.0
IT,2015,1573524.0
IT,2015,100.0
IT,2015,30338.0
IT,2015,45440.0
IT,2015,53228.0
IT,2015,100.0
IT,2016,777000.0
IT,2016,0.5
IT,2016,156000.0
IT,2016,100.0
IT,2016,100.0
IT,2016,445000.0
IT,2016,100.0
IT,2016,1512000.0
IT,2016,100.0
IT,2016,25671.0
IT,2016,38812.0
IT,2016,49924.0
IT,2016,100.0
IT,2017,830000.0
IT,2017,0.6
IT,2017,172000.0
IT,2017,100.0
IT,2017,100.0
IT,2017,436000.0
IT,2017,100.0
IT,2017,1489000.0
IT,2017,100.0
IT,2017,27473.0
IT,2017,40902.0
IT,2017,49254.0
IT,2017,100.0
ITC1,2002,89366.0
ITC1,2002,1.1
ITC1,2002,5377.0
ITC1,2002,3.3
ITC1,2002,6.9
ITC1,2002,80874.0
ITC1,2002,4.4
ITC1,2002,36435.0
ITC1,2002,2947.0
ITC1,2002,32973.0
ITC1,2002,9.2
ITC1,2003,76613.0
ITC1,2003,1.0
ITC1,2003,3987.0
ITC1,2003,2.1
ITC1,2003,5.6
ITC1,2003,80166.0
ITC1,2003,4.1
ITC1,2003,37258.0
ITC1,2003,2987.0
ITC1,2003,38987.0
ITC1,2003,7.8
ITC1,2004,75153.0
ITC1,2004,1.0
ITC1,2004,3925.0
ITC1,2004,2.0
ITC1,2004,6.2
ITC1,2004,78206.0
ITC1,2004,4.3
ITC1,2004,41743.0
ITC1,2004,3265.0
ITC1,2004,43439.0
ITC1,2004,8.2
ITC1,2005,80479.0
ITC1,2005,1.1
ITC1,2005,5490.0
ITC1,2005,2.8
ITC1,2005,6.3
ITC1,2005,74416.0
ITC1,2005,4.6
ITC1,2005,43435.0
ITC1,2005,3232.0
ITC1,2005,40163.0
ITC1,2005,8.5
ITC1,2006,75429.0
ITC1,2006,1.0
ITC1,2006,4563.0
ITC1,2006,2.5
ITC1,2006,6.1
ITC1,2006,74124.0
ITC1,2006,4.5
ITC1,2006,37764.0
ITC1,2006,2799.0
ITC1,2006,37111.0
ITC1,2006,7.5
ITC1,2007,78456.0
ITC1,2007,1.1
ITC1,2007,4236.0
ITC1,2007,2.2
ITC1,2007,6.0
ITC1,2007,72148.0
ITC1,2007,4.4
ITC1,2007,52787.0
ITC1,2007,3808.0
ITC1,2007,48543.0
ITC1,2007,9.5
ITC1,2008,80746.0
ITC1,2008,1.1
ITC1,2008,3404.0
ITC1,2008,1.9
ITC1,2008,6.4
ITC1,2008,74188.0
ITC1,2008,4.5
ITC1,2008,45942.0
ITC1,2008,3408.0
ITC1,2008,42211.0
ITC1,2008,8.3
ITC1,2009,93144.0
ITC1,2009,1.2
ITC1,2009,9635.0
ITC1,2009,5.6
ITC1,2009,7.6
ITC1,2009,76335.0
ITC1,2009,4.8
ITC1,2009,45610.0
ITC1,2009,3482.0
ITC1,2009,37380.0
ITC1,2009,9.2
ITC1,2011,55682.0
ITC1,2011,0.8
ITC1,2011,4729.0
ITC1,2011,2.5
ITC1,2011,5.7
ITC1,2011,26148.0
ITC1,2011,5.8
ITC1,2011,67148.0
ITC1,2011,4.1
ITC1,2011,48391.0
ITC1,2011,3249.0
ITC1,2011,58356.0
ITC1,2011,7.8
ITC1,2012,69765.0
ITC1,2012,1.0
ITC1,2012,4035.0
ITC1,2012,2.1
ITC1,2012,7.2
ITC1,2012,38533.0
ITC1,2012,8.3
ITC1,2012,67044.0
ITC1,2012,4.1
ITC1,2012,54733.0
ITC1,2012,3669.0
ITC1,2012,52598.0
ITC1,2012,8.6
ITC1,2013,73334.0
ITC1,2013,1.2
ITC1,2013,6064.0
ITC1,2013,2.9
ITC1,2013,7.4
ITC1,2013,37036.0
ITC1,2013,8.4
ITC1,2013,60697.0
ITC1,2013,4.0
ITC1,2013,62392.0
ITC1,2013,3787.0
ITC1,2013,51640.0
ITC1,2013,8.6
ITC1,2014,59316.0
ITC1,2014,0.9
ITC1,2014,4961.0
ITC1,2014,2.3
ITC1,2014,6.7
ITC1,2014,51406.0
ITC1,2014,7.1
ITC1,2014,67148.0
ITC1,2014,4.1
ITC1,2014,51915.0
ITC1,2014,3486.0
ITC1,2014,58770.0
ITC1,2014,7.5
ITC1,2015,62606.0
ITC1,2015,1.0
ITC1,2015,4858.0
ITC1,2015,2.5
ITC1,2015,7.3
ITC1,2015,32268.0
ITC1,2015,6.3
ITC1,2015,65177.0
ITC1,2015,4.1
ITC1,2015,53701.0
ITC1,2015,3500.0
ITC1,2015,55907.0
ITC1,2015,7.7
ITC2,2002,4070.0
ITC2,2002,0.7
ITC2,2002,236.0
ITC2,2002,0.1
ITC2,2002,0.3
ITC2,2002,5440.0
ITC2,2002,0.3
ITC2,2002,9746.0
ITC2,2002,53.0
ITC2,2002,13027.0
ITC2,2002,0.2
ITC2,2003,4283.0
ITC2,2003,0.8
ITC2,2003,306.0
ITC2,2003,0.2
ITC2,2003,0.3
ITC2,2003,5077.0
ITC2,2003,0.3
ITC2,2003,11405.0
ITC2,2003,58.0
ITC2,2003,13520.0
ITC2,2003,0.2
ITC2,2004,3627.0
ITC2,2004,0.7
ITC2,2004,187.0
ITC2,2004,0.1
ITC2,2004,0.3
ITC2,2004,4856.0
ITC2,2004,0.3
ITC2,2004,10365.0
ITC2,2004,50.0
ITC2,2004,13877.0
ITC2,2004,0.1
ITC2,2005,3609.0
ITC2,2005,0.9
ITC2,2005,161.0
ITC2,2005,0.1
ITC2,2005,0.3
ITC2,2005,4236.0
ITC2,2005,0.3
ITC2,2005,9503.0
ITC2,2005,40.0
ITC2,2005,11153.0
ITC2,2005,0.1
ITC2,2006,3934.0
ITC2,2006,0.9
ITC2,2006,517.0
ITC2,2006,0.3
ITC2,2006,0.3
ITC2,2006,4233.0
ITC2,2006,0.3
ITC2,2006,14777.0
ITC2,2006,63.0
ITC2,2006,15904.0
ITC2,2006,0.2
ITC2,2007,4318.0
ITC2,2007,1.1
ITC2,2007,324.0
ITC2,2007,0.2
ITC2,2007,0.3
ITC2,2007,3800.0
ITC2,2007,0.2
ITC2,2007,31254.0
ITC2,2007,119.0
ITC2,2007,27509.0
ITC2,2007,0.3
ITC2,2008,4210.0
ITC2,2008,1.2
ITC2,2008,531.0
ITC2,2008,0.3
ITC2,2008,0.3
ITC2,2008,3583.0
ITC2,2008,0.2
ITC2,2008,18708.0
ITC2,2008,67.0
ITC2,2008,15922.0
ITC2,2008,0.2
ITC2,2009,3893.0
ITC2,2009,1.7
ITC2,2009,531.0
ITC2,2009,0.3
ITC2,2009,0.3
ITC2,2009,2306.0
ITC2,2009,0.1
ITC2,2009,28958.0
ITC2,2009,67.0
ITC2,2009,17157.0
ITC2,2009,0.2
ITC2,2011,3572.0
ITC2,2011,1.0
ITC2,2011,311.0
ITC2,2011,0.2
ITC2,2011,0.4
ITC2,2011,766.0
ITC2,2011,0.2
ITC2,2011,3554.0
ITC2,2011,0.2
ITC2,2011,19349.0
ITC2,2011,69.0
ITC2,2011,19253.0
ITC2,2011,0.2
ITC2,2012,2788.0
ITC2,2012,0.8
ITC2,2012,365.0
ITC2,2012,0.2
ITC2,2012,0.3
ITC2,2012,1005.0
ITC2,2012,0.2
ITC2,2012,3554.0
ITC2,2012,0.2
ITC2,2012,21313.0
ITC2,2012,76.0
ITC2,2012,27165.0
ITC2,2012,0.2
ITC2,2013,2594.0
ITC2,2013,0.9
ITC2,2013,469.0
ITC2,2013,0.2
ITC2,2013,0.3
ITC2,2013,1007.0
ITC2,2013,0.2
ITC2,2013,2798.0
ITC2,2013,0.2
ITC2,2013,30937.0
ITC2,2013,87.0
ITC2,2013,33369.0
ITC2,2013,0.2
ITC2,2014,2746.0
ITC2,2014,0.8
ITC2,2014,446.0
ITC2,2014,0.2
ITC2,2014,0.3
ITC2,2014,2154.0
ITC2,2014,0.3
ITC2,2014,3554.0
ITC2,2014,0.2
ITC2,2014,25324.0
ITC2,2014,90.0
ITC2,2014,32775.0
ITC2,2014,0.2
ITC2,2015,3161.0
ITC2,2015,0.9
ITC2,2015,447.0
ITC2,2015,0.2
ITC2,2015,0.4
ITC2,2015,1159.0
ITC2,2015,0.2
ITC2,2015,3440.0
ITC2,2015,0.2
ITC2,2015,28779.0
ITC2,2015,99.0
ITC2,2015,31323.0
ITC2,2015,0.2
ITC3,2002,24572.0
ITC3,2002,1.1
ITC3,2002,562.0
ITC3,2002,0.3
ITC3,2002,1.9
ITC3,2002,23384.0
ITC3,2002,1.3
ITC3,2002,12163.0
ITC3,2002,284.0
ITC3,2002,11575.0
ITC3,2002,0.9
ITC3,2003,30375.0
ITC3,2003,1.1
ITC3,2003,253.0
ITC3,2003,0.1
ITC3,2003,2.2
ITC3,2003,28038.0
ITC3,2003,1.4
ITC3,2003,12159.0
ITC3,2003,341.0
ITC3,2003,11224.0
ITC3,2003,0.9
ITC3,2004,22608.0
ITC3,2004,0.9
ITC3,2004,356.0
ITC3,2004,0.2
ITC3,2004,1.9
ITC3,2004,25626.0
ITC3,2004,1.4
ITC3,2004,12297.0
ITC3,2004,315.0
ITC3,2004,13939.0
ITC3,2004,0.7
ITC3,2005,21208.0
ITC3,2005,1.0
ITC3,2005,428.0
ITC3,2005,0.2
ITC3,2005,1.7
ITC3,2005,22011.0
ITC3,2005,1.4
ITC3,2005,13481.0
ITC3,2005,297.0
ITC3,2005,13991.0
ITC3,2005,0.8
ITC3,2006,22199.0
ITC3,2006,1.0
ITC3,2006,530.0
ITC3,2006,0.3
ITC3,2006,1.8
ITC3,2006,21762.0
ITC3,2006,1.3
ITC3,2006,16035.0
ITC3,2006,349.0
ITC3,2006,15719.0
ITC3,2006,0.9
ITC3,2007,20626.0
ITC3,2007,1.1
ITC3,2007,551.0
ITC3,2007,0.3
ITC3,2007,1.6
ITC3,2007,18555.0
ITC3,2007,1.1
ITC3,2007,18505.0
ITC3,2007,343.0
ITC3,2007,16646.0
ITC3,2007,0.9
ITC3,2008,27132.0
ITC3,2008,1.3
ITC3,2008,832.0
ITC3,2008,0.5
ITC3,2008,2.1
ITC3,2008,20431.0
ITC3,2008,1.3
ITC3,2008,18588.0
ITC3,2008,380.0
ITC3,2008,13998.0
ITC3,2008,0.9
ITC3,2009,24304.0
ITC3,2009,1.3
ITC3,2009,1119.0
ITC3,2009,0.6
ITC3,2009,2.0
ITC3,2009,19251.0
ITC3,2009,1.2
ITC3,2009,19576.0
ITC3,2009,377.0
ITC3,2009,15506.0
ITC3,2009,1.0
ITC3,2011,11576.0
ITC3,2011,0.6
ITC3,2011,468.0
ITC3,2011,0.3
ITC3,2011,1.2
ITC3,2011,5417.0
ITC3,2011,1.2
ITC3,2011,20208.0
ITC3,2011,1.2
ITC3,2011,14927.0
ITC3,2011,302.0
ITC3,2011,26057.0
ITC3,2011,0.7
ITC3,2012,12785.0
ITC3,2012,0.6
ITC3,2012,1320.0
ITC3,2012,0.7
ITC3,2012,1.3
ITC3,2012,6728.0
ITC3,2012,1.4
ITC3,2012,20205.0
ITC3,2012,1.2
ITC3,2012,22460.0
ITC3,2012,454.0
ITC3,2012,35495.0
ITC3,2012,1.2
ITC3,2013,14934.0
ITC3,2013,0.8
ITC3,2013,1633.0
ITC3,2013,0.8
ITC3,2013,1.5
ITC3,2013,5482.0
ITC3,2013,1.2
ITC3,2013,19215.0
ITC3,2013,1.3
ITC3,2013,26443.0
ITC3,2013,508.0
ITC3,2013,34023.0
ITC3,2013,1.2
ITC3,2014,10561.0
ITC3,2014,0.5
ITC3,2014,1386.0
ITC3,2014,0.6
ITC3,2014,1.2
ITC3,2014,15867.0
ITC3,2014,2.2
ITC3,2014,20208.0
ITC3,2014,1.2
ITC3,2014,24099.0
ITC3,2014,487.0
ITC3,2014,46113.0
ITC3,2014,1.1
ITC3,2015,15175.0
ITC3,2015,0.5
ITC3,2015,1588.0
ITC3,2015,0.8
ITC3,2015,1.8
ITC3,2015,10033.0
ITC3,2015,2.0
ITC3,2015,19503.0
ITC3,2015,1.2
ITC3,2015,34826.0
ITC3,2015,609.0
ITC3,2015,70289.0
ITC3,2015,1.3
ITC4,2002,81543.0
ITC4,2002,1.4
ITC4,2002,14491.0
ITC4,2002,8.8
ITC4,2002,6.3
ITC4,2002,56360.0
ITC4,2002,3.1
ITC4,2002,92006.0
ITC4,2002,5185.0
ITC4,2002,63592.0
ITC4,2002,16.2
ITC4,2003,104386.0
ITC4,2003,1.7
ITC4,2003,16025.0
ITC4,2003,8.3
ITC4,2003,7.6
ITC4,2003,61311.0
ITC4,2003,3.1
ITC4,2003,92740.0
ITC4,2003,5686.0
ITC4,2003,54470.0
ITC4,2003,14.8
ITC4,2004,81390.0
ITC4,2004,1.4
ITC4,2004,16892.0
ITC4,2004,8.5
ITC4,2004,6.8
ITC4,2004,59114.0
ITC4,2004,3.2
ITC4,2004,109396.0
ITC4,2004,6467.0
ITC4,2004,79456.0
ITC4,2004,16.3
ITC4,2005,70552.0
ITC4,2005,1.4
ITC4,2005,11969.0
ITC4,2005,6.0
ITC4,2005,5.5
ITC4,2005,49013.0
ITC4,2005,3.0
ITC4,2005,117516.0
ITC4,2005,5760.0
ITC4,2005,81640.0
ITC4,2005,15.2
ITC4,2006,67803.0
ITC4,2006,1.3
ITC4,2006,11204.0
ITC4,2006,6.1
ITC4,2006,5.5
ITC4,2006,52615.0
ITC4,2006,3.2
ITC4,2006,115795.0
ITC4,2006,6093.0
ITC4,2006,89858.0
ITC4,2006,16.4
ITC4,2007,71480.0
ITC4,2007,1.3
ITC4,2007,11080.0
ITC4,2007,5.7
ITC4,2007,5.5
ITC4,2007,55999.0
ITC4,2007,3.5
ITC4,2007,85318.0
ITC4,2007,4778.0
ITC4,2007,66840.0
ITC4,2007,12.0
ITC4,2008,65453.0
ITC4,2008,1.2
ITC4,2008,9290.0
ITC4,2008,5.2
ITC4,2008,5.2
ITC4,2008,56580.0
ITC4,2008,3.5
ITC4,2008,104683.0
ITC4,2008,5923.0
ITC4,2008,90492.0
ITC4,2008,14.5
ITC4,2009,58712.0
ITC4,2009,1.1
ITC4,2009,7447.0
ITC4,2009,4.3
ITC4,2009,4.8
ITC4,2009,53858.0
ITC4,2009,3.4
ITC4,2009,85518.0
ITC4,2009,4606.0
ITC4,2009,78447.0
ITC4,2009,12.2
ITC4,2011,45286.0
ITC4,2011,0.8
ITC4,2011,9059.0
ITC4,2011,4.9
ITC4,2011,4.7
ITC4,2011,27257.0
ITC4,2011,6.1
ITC4,2011,54333.0
ITC4,2011,3.4
ITC4,2011,97003.0
ITC4,2011,5270.0
ITC4,2011,116382.0
ITC4,2011,12.7
ITC4,2012,52710.0
ITC4,2012,1.0
ITC4,2012,7409.0
ITC4,2012,3.9
ITC4,2012,5.4
ITC4,2012,32525.0
ITC4,2012,7.0
ITC4,2012,54333.0
ITC4,2012,3.4
ITC4,2012,108278.0
ITC4,2012,5883.0
ITC4,2012,111612.0
ITC4,2012,13.8
ITC4,2013,50405.0
ITC4,2013,1.0
ITC4,2013,8272.0
ITC4,2013,4.0
ITC4,2013,5.1
ITC4,2013,30223.0
ITC4,2013,6.9
ITC4,2013,49638.0
ITC4,2013,3.3
ITC4,2013,116744.0
ITC4,2013,5795.0
ITC4,2013,114966.0
ITC4,2013,13.2
ITC4,2014,41860.0
ITC4,2014,0.8
ITC4,2014,6805.0
ITC4,2014,3.1
ITC4,2014,4.7
ITC4,2014,40704.0
ITC4,2014,5.7
ITC4,2014,54333.0
ITC4,2014,3.4
ITC4,2014,96516.0
ITC4,2014,5244.0
ITC4,2014,125275.0
ITC4,2014,11.3
ITC4,2015,51889.0
ITC4,2015,1.0
ITC4,2015,7885.0
ITC4,2015,4.0
ITC4,2015,6.1
ITC4,2015,32014.0
ITC4,2015,6.3
ITC4,2015,53156.0
ITC4,2015,3.4
ITC4,2015,113210.0
ITC4,2015,6018.0
ITC4,2015,115975.0
ITC4,2015,13.2
ITCD,2002,456162.0
ITCD,2002,1.0
ITCD,2002,45553.0
ITCD,2002,27.6
ITCD,2002,35.3
ITCD,2002,474635.0
ITCD,2002,25.8
ITCD,2002,37111.0
ITCD,2002,17614.0
ITCD,2002,38614.0
ITCD,2002,55.0
ITCD,2003,453852.0
ITCD,2003,0.1
ITCD,2003,48534.0
ITCD,2003,25.1
ITCD,2003,33.1
ITCD,2003,479119.0
ITCD,2003,24.5
ITCD,2003,39596.0
ITCD,2003,18971.0
ITCD,2003,41800.0
ITCD,2003,49.6
ITCD,2004,425749.0
ITCD,2004,0.9
ITCD,2004,52825.0
ITCD,2004,26.8
ITCD,2004,35.3
ITCD,2004,464187.0
ITCD,2004,25.3
ITCD,2004,44077.0
ITCD,2004,20460.0
ITCD,2004,48057.0
ITCD,2004,51.3
ITCD,2005,440262.0
ITCD,2005,1.0
ITCD,2005,54044.0
ITCD,2005,27.1
ITCD,2005,34.6
ITCD,2005,429693.0
ITCD,2005,26.5
ITCD,2005,44260.0
ITCD,2005,19018.0
ITCD,2005,43197.0
ITCD,2005,50.1
ITCD,2006,427370.0
ITCD,2006,1.0
ITCD,2006,51759.0
ITCD,2006,28.0
ITCD,2006,34.8
ITCD,2006,433222.0
ITCD,2006,26.3
ITCD,2006,44864.0
ITCD,2006,19436.0
ITCD,2006,45478.0
ITCD,2006,52.3
ITCD,2007,422491.0
ITCD,2007,1.0
ITCD,2007,48986.0
ITCD,2007,25.3
ITCD,2007,32.5
ITCD,2007,429967.0
ITCD,2007,26.5
ITCD,2007,47075.0
ITCD,2007,20241.0
ITCD,2007,47908.0
ITCD,2007,50.6
ITCD,2008,440321.0
ITCD,2008,1.0
ITCD,2008,51173.0
ITCD,2008,28.7
ITCD,2008,34.6
ITCD,2008,441806.0
ITCD,2008,27.1
ITCD,2008,48213.0
ITCD,2008,21301.0
ITCD,2008,48376.0
ITCD,2008,52.1
ITCD,2009,424030.0
ITCD,2009,1.0
ITCD,2009,49995.0
ITCD,2009,28.9
ITCD,2009,34.5
ITCD,2009,428040.0
ITCD,2009,26.9
ITCD,2009,45607.0
ITCD,2009,19522.0
ITCD,2009,46038.0
ITCD,2009,51.7
ITCD,2011,315072.0
ITCD,2011,0.8
ITCD,2011,44055.0
ITCD,2011,23.7
ITCD,2011,32.5
ITCD,2011,162723.0
ITCD,2011,36.3
ITCD,2011,397127.0
ITCD,2011,24.6
ITCD,2011,51404.0
ITCD,2011,20414.0
ITCD,2011,64791.0
ITCD,2011,49.1
ITCD,2012,341307.0
ITCD,2012,0.9
ITCD,2012,48992.0
ITCD,2012,25.7
ITCD,2012,35.2
ITCD,2012,181933.0
ITCD,2012,39.2
ITCD,2012,396814.0
ITCD,2012,24.5
ITCD,2012,56002.0
ITCD,2012,22222.0
ITCD,2012,65109.0
ITCD,2012,52.2
ITCD,2013,350393.0
ITCD,2013,1.0
ITCD,2013,56170.0
ITCD,2013,27.1
ITCD,2013,35.4
ITCD,2013,172131.0
ITCD,2013,38.9
ITCD,2013,365327.0
ITCD,2013,24.1
ITCD,2013,63775.0
ITCD,2013,23299.0
ITCD,2013,66493.0
ITCD,2013,53.1
ITCD,2014,318987.0
ITCD,2014,0.8
ITCD,2014,55546.0
ITCD,2014,25.4
ITCD,2014,36.2
ITCD,2014,285864.0
ITCD,2014,39.7
ITCD,2014,397102.0
ITCD,2014,24.5
ITCD,2014,55772.0
ITCD,2014,22147.0
ITCD,2014,69429.0
ITCD,2014,47.9
ITCD,2015,312009.0
ITCD,2015,0.8
ITCD,2015,45364.0
ITCD,2015,23.0
ITCD,2015,36.5
ITCD,2015,176054.0
ITCD,2015,34.4
ITCD,2015,381357.0
ITCD,2015,24.2
ITCD,2015,59129.0
ITCD,2015,22550.0
ITCD,2015,72273.0
ITCD,2015,49.6
ITCD,2016,270000.0
ITCD,2016,0.7
ITCD,2016,39000.0
ITCD,2016,25.2
ITCD,2016,34.8
ITCD,2016,177335.0
ITCD,2016,39.9
ITCD,2016,379495.0
ITCD,2016,25.1
ITCD,2016,54799.0
ITCD,2016,20378.0
ITCD,2016,81548.0
ITCD,2016,52.5
ITCD,2017,278000.0
ITCD,2017,0.7
ITCD,2017,42000.0
ITCD,2017,24.6
ITCD,2017,33.5
ITCD,2017,175979.0
ITCD,2017,40.4
ITCD,2017,378146.0
ITCD,2017,25.4
ITCD,2017,58500.0
ITCD,2017,22119.0
ITCD,2017,79400.0
ITCD,2017,54.1
ITD10,2002,25781.0
ITD10,2002,0.7
ITD10,2002,2505.0
ITD10,2002,1.5
ITD10,2002,2.0
ITD10,2002,21235.0
ITD10,2002,1.1
ITD10,2002,16052.0
ITD10,2002,664.0
ITD10,2002,24848.0
ITD10,2002,2.1
ITD10,2003,22583.0
ITD10,2003,1.0
ITD10,2003,2136.0
ITD10,2003,1.1
ITD10,2003,1.7
ITD10,2003,21552.0
ITD10,2003,1.1
ITD10,2003,29227.0
ITD10,2003,630.0
ITD10,2003,27893.0
ITD10,2003,1.6
ITD10,2004,20947.0
ITD10,2004,1.0
ITD10,2004,2498.0
ITD10,2004,1.3
ITD10,2004,1.8
ITD10,2004,21037.0
ITD10,2004,1.2
ITD10,2004,31777.0
ITD10,2004,668.0
ITD10,2004,31915.0
ITD10,2004,1.7
ITD10,2005,22053.0
ITD10,2005,1.1
ITD10,2005,4697.0
ITD10,2005,2.3
ITD10,2005,1.7
ITD10,2005,20446.0
ITD10,2005,1.3
ITD10,2005,35100.0
ITD10,2005,718.0
ITD10,2005,32543.0
ITD10,2005,1.9
ITD10,2006,24866.0
ITD10,2006,1.3
ITD10,2006,5907.0
ITD10,2006,3.2
ITD10,2006,2.0
ITD10,2006,19112.0
ITD10,2006,1.2
ITD10,2006,47559.0
ITD10,2006,909.0
ITD10,2006,36554.0
ITD10,2006,2.4
ITD10,2007,28753.0
ITD10,2007,1.4
ITD10,2007,4766.0
ITD10,2007,2.5
ITD10,2007,2.2
ITD10,2007,19979.0
ITD10,2007,1.2
ITD10,2007,57438.0
ITD10,2007,1148.0
ITD10,2007,39910.0
ITD10,2007,2.9
ITD10,2008,32954.0
ITD10,2008,1.6
ITD10,2008,4867.0
ITD10,2008,2.7
ITD10,2008,2.6
ITD10,2008,20300.0
ITD10,2008,1.2
ITD10,2008,74047.0
ITD10,2008,1503.0
ITD10,2008,45613.0
ITD10,2008,3.7
ITD10,2009,32319.0
ITD10,2009,1.5
ITD10,2009,3874.0
ITD10,2009,2.2
ITD10,2009,2.6
ITD10,2009,21723.0
ITD10,2009,1.4
ITD10,2009,60308.0
ITD10,2009,1310.0
ITD10,2009,40535.0
ITD10,2009,3.5
ITD10,2011,24155.0
ITD10,2011,1.2
ITD10,2011,4424.0
ITD10,2011,2.4
ITD10,2011,2.5
ITD10,2011,11212.0
ITD10,2011,2.5
ITD10,2011,20268.0
ITD10,2011,1.3
ITD10,2011,48814.0
ITD10,2011,989.0
ITD10,2011,40959.0
ITD10,2011,2.4
ITD10,2012,24039.0
ITD10,2012,1.2
ITD10,2012,5392.0
ITD10,2012,2.8
ITD10,2012,2.5
ITD10,2012,13289.0
ITD10,2012,2.9
ITD10,2012,20244.0
ITD10,2012,1.3
ITD10,2012,59738.0
ITD10,2012,1209.0
ITD10,2012,50306.0
ITD10,2012,2.8
ITD10,2013,25488.0
ITD10,2013,1.4
ITD10,2013,6278.0
ITD10,2013,3.0
ITD10,2013,2.6
ITD10,2013,13005.0
ITD10,2013,2.9
ITD10,2013,18645.0
ITD10,2013,1.2
ITD10,2013,74720.0
ITD10,2013,1393.0
ITD10,2013,54659.0
ITD10,2013,3.2
ITD10,2014,32225.0
ITD10,2014,1.6
ITD10,2014,10540.0
ITD10,2014,4.8
ITD10,2014,3.7
ITD10,2014,20247.0
ITD10,2014,4.2
ITD10,2014,20247.0
ITD10,2014,1.2
ITD10,2014,63170.0
ITD10,2014,1279.0
ITD10,2014,39690.0
ITD10,2014,2.8
ITD10,2015,24463.0
ITD10,2015,1.0
ITD10,2015,5808.0
ITD10,2015,2.9
ITD10,2015,2.9
ITD10,2015,13869.0
ITD10,2015,2.7
ITD10,2015,20117.0
ITD10,2015,1.3
ITD10,2015,48831.0
ITD10,2015,1215.0
ITD10,2015,47495.0
ITD10,2015,2.7
ITD20,2002,13991.0
ITD20,2002,0.6
ITD20,2002,1138.0
ITD20,2002,0.7
ITD20,2002,1.1
ITD20,2002,21658.0
ITD20,2002,1.2
ITD20,2002,24192.0
ITD20,2002,348.0
ITD20,2002,39198.0
ITD20,2002,1.1
ITD20,2003,16728.0
ITD20,2003,0.7
ITD20,2003,2474.0
